ID,Product,Region,Profession,Age,First Rate Paid,Contract sum,Closing Date
3729,Car,150,Employee,46,N,"15,000",Feb-92
3730,Life,150,Farmer,46,Y,"15,000",Feb-92
3731,Health,150,Employee,47,N,"15,000",Feb-92
3732,Health,150,Farmer,47,N,"15,000",Feb-92
3733,Car,150,Farmer,47,N,"15,000",Feb-92
3734,Car,150,Employee,47,Y,"15,000",Feb-92
3735,Life,150,Farmer,47,N,"15,000",Feb-92
3736,Life,160,Employee,47,N,"15,000",Feb-92
3737,Life,150,Farmer,48,Y,"15,000",Feb-92
3738,Life,150,Employee,48,Y,"15,000",Feb-92
3739,Car,150,Civil servant,48,Y,"15,000",Feb-92
3740,Life,150,Employee,48,Y,"15,000",Feb-92
3741,Life,150,Farmer,48,N,"15,000",Feb-92
3742,Life,160,Employee,48,N,"15,000",Feb-92
3743,Life,150,Farmer,49,N,"15,000",Feb-92
3744,Life,150,Farmer,49,Y,"15,000",Feb-92
3745,Life,160,Pupil,49,N,"15,000",Feb-92
3746,Health,150,Employee,49,N,"15,000",Feb-92
3747,Life,150,Farmer,50,Y,"15,000",Feb-92
3748,Life,150,Student,50,N,"15,000",Feb-92
3749,Car,150,Employee,50,Y,"15,000",Feb-92
3750,Life,150,Employee,50,N,"15,000",Feb-92
3751,Car,150,Employee,51,Y,"15,000",Feb-92
3752,Life,150,Executive emplyee,52,N,"15,000",Feb-92
3753,Car,999,Employee,53,N,"15,000",Feb-92
3754,Life,160,Farmer,53,N,"15,000",Feb-92
3755,Life,150,Student,54,Y,"15,000",Feb-92
3756,Life,150,Employee,54,N,"15,000",Feb-92
3757,Life,150,Employee,55,N,"15,000",Feb-92
3758,Car,150,Executive emplyee,55,N,"15,000",Feb-92
3759,Life,150,Employee,55,N,"15,000",Feb-92
3760,Car,150,Employee,56,N,"15,000",Feb-92
3761,Household,150,Farmer,56,Y,"15,000",Feb-92
3762,Life,160,Farmer,56,Y,"15,000",Feb-92
3763,Health,150,Employee,57,Y,"15,000",Feb-92
3764,Car,150,Farmer,57,Y,"15,000",Feb-92
3765,Health,150,Employee,57,Y,"15,000",Feb-92
3766,Life,150,Employee,57,N,"15,000",Feb-92
3767,Life,150,Farmer,57,Y,"15,000",Feb-92
3768,Life,160,Student,57,N,"15,000",Feb-92
3769,Life,150,Employee,57,N,"15,000",Feb-92
3770,Life,160,Farmer,58,Y,"15,000",Feb-92
3771,Car,150,Student,58,N,"15,000",Feb-92
3772,Car,150,Employee,58,N,"15,000",Feb-92
3773,Car,150,Farmer,59,N,"15,000",Feb-92
3774,Life,150,Farmer,59,N,"15,000",Feb-92
3775,Car,150,Student,60,N,"15,000",Feb-92
3776,Household,150,Farmer,60,N,"15,000",Feb-92
3777,Life,150,Employee,61,N,"15,000",Feb-92
3778,Life,150,Civil servant,61,Y,"15,000",Feb-92
3779,Life,150,Farmer,61,N,"15,000",Feb-92
3780,Car,150,Executive emplyee,61,Y,"15,000",Feb-92
3781,Car,150,Pupil,61,N,"15,000",Feb-92
3782,Health,150,Student,62,Y,"15,000",Feb-92
3783,Life,150,Civil servant,62,Y,"15,000",Feb-92
3784,Car,150,Civil servant,62,N,"15,000",Feb-92
3785,Life,150,Farmer,62,N,"15,000",Feb-92
3786,Car,150,Student,63,Y,"15,000",Feb-92
3787,Life,150,Employee,64,N,"15,000",Feb-92
3788,Life,150,Civil servant,64,N,"15,000",Feb-92
3789,Life,160,Civil servant,64,Y,"15,000",Feb-92
3790,Life,150,Executive emplyee,65,Y,"15,000",Feb-92
3791,Household,150,Civil servant,65,Y,"15,000",Feb-92
3792,Life,160,Employee,66,N,"15,000",Feb-92
3793,Life,150,Civil servant,68,N,"15,000",Feb-92
3794,Car,150,Civil servant,68,Y,"15,000",Feb-92
3795,Life,160,Civil servant,68,N,"15,000",Feb-92
3796,Life,150,Civil servant,69,Y,"15,000",Feb-92
3797,Life,150,Civil servant,69,Y,"15,000",Feb-92
3798,Life,999,Civil servant,70,N,"15,000",Feb-92
3799,Household,150,Civil servant,71,Y,"15,000",Feb-92
3800,Car,150,Civil servant,77,Y,"15,000",Feb-92
3801,Life,150,Civil servant,79,N,"15,000",Feb-92
3802,Household,150,Civil servant,85,N,"15,000",Feb-92
3803,Health,150,Student,8,Y,"15,000",Mar-92
3804,Car,150,Student,22,N,"15,000",Mar-92
3805,Health,150,Student,22,Y,"15,000",Mar-92
3806,Car,160,Student,22,N,"15,000",Mar-92
3807,Life,150,Employee,24,N,"15,000",Mar-92
3808,Life,160,Student,24,N,"15,000",Mar-92
3809,Car,150,Employee,26,Y,"15,000",Mar-92
3810,Health,160,Student,26,Y,"15,000",Mar-92
3811,Car,150,Employee,26,Y,"15,000",Mar-92
3812,Life,150,Student,26,Y,"15,000",Mar-92
3813,Life,150,Farmer,27,Y,"15,000",Mar-92
3814,Car,150,Employee,28,N,"15,000",Mar-92
3815,Life,150,Employee,28,Y,"15,000",Mar-92
3816,Life,150,Employee,29,N,"15,000",Mar-92
3817,Life,150,Pupil,30,N,"15,000",Mar-92
3818,Life,150,Farmer,30,N,"15,000",Mar-92
3819,Life,150,Farmer,31,N,"15,000",Mar-92
3820,Life,150,Farmer,32,N,"15,000",Mar-92
3821,Car,150,Employee,32,N,"15,000",Mar-92
3822,Life,150,Farmer,32,Y,"15,000",Mar-92
3823,Life,160,Employee,33,Y,"15,000",Mar-92
3824,Car,150,Farmer,33,Y,"15,000",Mar-92
3825,Life,150,Student,33,N,"15,000",Mar-92
3826,Car,150,Employee,33,N,"15,000",Mar-92
3827,Health,160,Farmer,34,Y,"15,000",Mar-92
3828,Car,150,Civil servant,34,Y,"15,000",Mar-92
3829,Life,150,Employee,34,Y,"15,000",Mar-92
3830,Life,150,Employee,34,N,"15,000",Mar-92
3831,Life,150,Farmer,35,N,"15,000",Mar-92
3832,Car,150,Farmer,35,N,"15,000",Mar-92
3833,Car,160,Employee,35,N,"15,000",Mar-92
3834,Life,150,Farmer,35,N,"15,000",Mar-92
3835,Life,150,Employee,35,N,"15,000",Mar-92
3836,Car,150,Student,35,N,"15,000",Mar-92
3837,Car,150,Employee,35,N,"15,000",Mar-92
3838,Life,150,Employee,36,N,"15,000",Mar-92
3839,Car,150,Farmer,36,N,"15,000",Mar-92
3840,Life,150,Pupil,36,Y,"15,000",Mar-92
3841,Life,150,Employee,36,Y,"15,000",Mar-92
3842,Life,150,Farmer,36,Y,"15,000",Mar-92
3843,Life,150,Employee,36,Y,"15,000",Mar-92
3844,Life,150,Farmer,36,Y,"15,000",Mar-92
3845,Health,150,Employee,37,N,"15,000",Mar-92
3846,Life,150,Employee,37,Y,"15,000",Mar-92
3847,Health,150,Student,38,N,"15,000",Mar-92
3848,Life,150,Employee,38,Y,"15,000",Mar-92
3849,Life,150,Farmer,38,N,"15,000",Mar-92
3850,Car,150,Farmer,38,N,"15,000",Mar-92
3851,Household,150,Executive emplyee,39,Y,"15,000",Mar-92
3852,Car,150,Employee,39,N,"15,000",Mar-92
3853,Life,150,Student,39,N,"15,000",Mar-92
3854,Car,150,Farmer,39,N,"15,000",Mar-92
3855,Household,150,Farmer,39,Y,"15,000",Mar-92
3856,Life,150,Employee,40,Y,"15,000",Mar-92
3857,Life,150,Farmer,40,Y,"15,000",Mar-92
3858,Life,150,Executive emplyee,40,N,"15,000",Mar-92
3859,Life,150,Employee,40,N,"15,000",Mar-92
3860,Car,150,Employee,41,Y,"15,000",Mar-92
3861,Life,160,Employee,41,N,"15,000",Mar-92
3862,Life,160,Employee,41,N,"15,000",Mar-92
3863,Life,150,Employee,41,N,"15,000",Mar-92
3864,Household,160,Employee,42,Y,"15,000",Mar-92
3865,Health,150,Employee,42,N,"15,000",Mar-92
3866,Life,150,Employee,42,Y,"15,000",Mar-92
3867,Life,150,Employee,42,N,"15,000",Mar-92
3868,Household,150,Farmer,42,N,"15,000",Mar-92
3869,Health,150,Employee,42,Y,"15,000",Mar-92
3870,Life,150,Farmer,42,N,"15,000",Mar-92
3871,Car,160,Student,43,N,"15,000",Mar-92
3872,Car,150,Employee,43,Y,"15,000",Mar-92
3873,Car,150,Employee,43,N,"15,000",Mar-92
3874,Car,150,Employee,43,Y,"15,000",Mar-92
3875,Household,160,Employee,43,N,"15,000",Mar-92
3876,Life,150,Employee,44,Y,"15,000",Mar-92
3877,Life,150,Civil servant,44,N,"15,000",Mar-92
3878,Car,150,Employee,44,N,"15,000",Mar-92
3879,Life,150,Employee,44,N,"15,000",Mar-92
3880,Household,150,Farmer,44,Y,"15,000",Mar-92
3881,Life,150,Pupil,44,N,"15,000",Mar-92
3882,Life,150,Farmer,45,N,"15,000",Mar-92
3883,Life,160,Farmer,45,N,"15,000",Mar-92
3884,Car,150,Student,45,Y,"15,000",Mar-92
3885,Life,150,Farmer,46,N,"15,000",Mar-92
3886,Life,150,Executive emplyee,46,N,"15,000",Mar-92
3887,Household,150,Farmer,46,Y,"15,000",Mar-92
3888,Life,150,Farmer,46,Y,"15,000",Mar-92
3889,Car,150,Student,47,Y,"15,000",Mar-92
3890,Car,150,Employee,47,Y,"15,000",Mar-92
3891,Life,150,Farmer,47,N,"15,000",Mar-92
3892,Life,150,Farmer,47,Y,"15,000",Mar-92
3893,Life,150,Employee,47,Y,"15,000",Mar-92
3894,Health,150,Employee,47,Y,"15,000",Mar-92
3895,Life,150,Student,47,Y,"15,000",Mar-92
3896,Health,160,Farmer,48,N,"15,000",Mar-92
3897,Car,150,Employee,48,Y,"15,000",Mar-92
3898,Car,160,Farmer,48,N,"15,000",Mar-92
3899,Life,150,Farmer,48,Y,"15,000",Mar-92
3900,Life,150,Farmer,48,Y,"15,000",Mar-92
3901,Life,160,Employee,48,N,"15,000",Mar-92
3902,Car,150,Farmer,49,Y,"15,000",Mar-92
3903,Car,150,Farmer,50,N,"15,000",Mar-92
3904,Life,150,Student,50,N,"15,000",Mar-92
3905,Life,150,Student,51,N,"15,000",Mar-92
3906,Life,150,Employee,51,Y,"15,000",Mar-92
3907,Life,150,Student,52,Y,"15,000",Mar-92
3908,Life,160,Employee,52,N,"15,000",Mar-92
3909,Car,150,Employee,52,Y,"15,000",Mar-92
3910,Life,150,Employee,52,N,"15,000",Mar-92
3911,Life,150,Employee,52,N,"15,000",Mar-92
3912,Life,160,Civil servant,53,N,"15,000",Mar-92
3913,Car,150,Employee,53,N,"15,000",Mar-92
3914,Life,150,Employee,54,Y,"15,000",Mar-92
3915,Health,150,Farmer,54,N,"15,000",Mar-92
3916,Life,150,Employee,54,N,"15,000",Mar-92
3917,Household,150,Farmer,54,N,"15,000",Mar-92
3918,Life,150,Executive emplyee,54,N,"15,000",Mar-92
3919,Car,150,Employee,55,Y,"15,000",Mar-92
3920,Car,150,Employee,55,Y,"15,000",Mar-92
3921,Car,150,Farmer,55,Y,"15,000",Mar-92
3922,Household,150,Student,56,Y,"15,000",Mar-92
3923,Life,150,Executive emplyee,56,Y,"15,000",Mar-92
3924,Car,150,Employee,57,Y,"15,000",Mar-92
3925,Health,150,Employee,57,N,"15,000",Mar-92
3926,Household,160,Civil servant,57,Y,"15,000",Mar-92
3927,Life,160,Civil servant,57,Y,"15,000",Mar-92
3928,Life,160,Student,57,N,"15,000",Mar-92
3929,Car,150,Employee,57,N,"15,000",Mar-92
3930,Life,150,Employee,57,N,"15,000",Mar-92
3931,Household,150,Employee,57,Y,"15,000",Mar-92
3932,Car,150,Student,57,Y,"15,000",Mar-92
3933,Life,150,Farmer,57,Y,"15,000",Mar-92
3934,Life,150,Civil servant,57,N,"15,000",Mar-92
3935,Household,150,Civil servant,57,Y,"15,000",Mar-92
3936,Health,150,Employee,57,N,"15,000",Mar-92
3937,Car,150,Employee,58,N,"15,000",Mar-92
3938,Health,150,Farmer,58,Y,"15,000",Mar-92
3939,Life,150,Employee,58,Y,"15,000",Mar-92
3940,Life,160,Employee,58,N,"15,000",Mar-92
3941,Life,160,Employee,59,N,"15,000",Mar-92
3942,Life,160,Civil servant,59,Y,"15,000",Mar-92
3943,Health,150,Employee,59,N,"15,000",Mar-92
3944,Life,150,Student,59,N,"15,000",Mar-92
3945,Life,150,Civil servant,59,Y,"15,000",Mar-92
3946,Car,160,Employee,59,N,"15,000",Mar-92
3947,Car,150,Employee,60,N,"15,000",Mar-92
3948,Car,150,Employee,60,Y,"15,000",Mar-92
3949,Household,150,Employee,61,Y,"15,000",Mar-92
3950,Life,150,Civil servant,62,Y,"15,000",Mar-92
3951,Life,150,Civil servant,62,Y,"15,000",Mar-92
3952,Life,160,Civil servant,63,N,"15,000",Mar-92
3953,Life,150,Farmer,64,Y,"15,000",Mar-92
3954,Car,150,Farmer,64,Y,"15,000",Mar-92
3955,Life,150,Civil servant,65,N,"15,000",Mar-92
3956,Life,150,Employee,65,N,"15,000",Mar-92
3957,Household,150,Civil servant,65,Y,"15,000",Mar-92
3958,Car,160,Civil servant,65,Y,"15,000",Mar-92
3959,Car,150,Employee,66,Y,"15,000",Mar-92
3960,Household,150,Civil servant,66,N,"15,000",Mar-92
3961,Car,150,Civil servant,66,Y,"15,000",Mar-92
3962,Life,150,Executive emplyee,67,N,"15,000",Mar-92
3963,Health,150,Civil servant,69,N,"15,000",Mar-92
3964,Life,150,Civil servant,70,Y,"15,000",Mar-92
3965,Life,150,Civil servant,71,N,"15,000",Mar-92
3966,Life,160,Civil servant,73,Y,"15,000",Mar-92
3967,Car,150,Civil servant,76,Y,"15,000",Mar-92
3968,Life,150,Civil servant,77,Y,"15,000",Mar-92
3969,Life,150,Civil servant,77,N,"15,000",Mar-92
3970,Life,150,Civil servant,80,N,"15,000",Mar-92
3971,Car,150,Student,7,N,"15,000",Apr-92
3972,Car,150,Student,22,Y,"15,000",Apr-92
3973,Health,150,Student,23,Y,"15,000",Apr-92
3974,Health,150,Employee,25,N,"15,000",Apr-92
3975,Car,150,Employee,25,N,"15,000",Apr-92
3976,Life,150,Student,26,Y,"15,000",Apr-92
3977,Car,150,Employee,26,N,"15,000",Apr-92
3978,Life,150,Employee,28,N,"15,000",Apr-92
3979,Car,150,Employee,30,N,"15,000",Apr-92
3980,Life,150,Student,30,Y,"15,000",Apr-92
3981,Car,150,Student,31,N,"15,000",Apr-92
3982,Life,160,Farmer,31,N,"15,000",Apr-92
3983,Car,150,Farmer,31,N,"15,000",Apr-92
3984,Life,150,Farmer,32,N,"15,000",Apr-92
3985,Life,150,Farmer,33,Y,"15,000",Apr-92
3986,Life,150,Student,33,N,"15,000",Apr-92
3987,Car,150,Employee,33,N,"15,000",Apr-92
3988,Health,150,Farmer,33,Y,"15,000",Apr-92
3989,Car,150,Executive emplyee,33,N,"15,000",Apr-92
3990,Life,150,Farmer,33,Y,"15,000",Apr-92
3991,Car,150,Employee,34,Y,"15,000",Apr-92
3992,Car,150,Farmer,34,N,"15,000",Apr-92
3993,Car,150,Employee,34,Y,"15,000",Apr-92
3994,Life,150,Farmer,34,Y,"15,000",Apr-92
3995,Life,150,Employee,34,N,"15,000",Apr-92
3996,Car,150,Employee,35,N,"15,000",Apr-92
3997,Household,150,Employee,35,Y,"15,000",Apr-92
3998,Car,150,Farmer,35,N,"15,000",Apr-92
3999,Car,150,Employee,35,Y,"15,000",Apr-92
4000,Car,150,Employee,35,Y,"15,000",Apr-92
4001,Health,160,Farmer,35,N,"15,000",Apr-92
4002,Life,150,Farmer,35,N,"15,000",Apr-92
4003,Car,150,Farmer,36,Y,"15,000",Apr-92
4004,Health,150,Employee,36,Y,"15,000",Apr-92
4005,Car,150,Farmer,36,N,"15,000",Apr-92
4006,Life,150,Employee,36,Y,"15,000",Apr-92
4007,Car,130,Farmer,36,N,"15,000",Apr-92
4008,Car,150,Farmer,36,N,"15,000",Apr-92
4009,Health,160,Farmer,37,Y,"15,000",Apr-92
4010,Life,150,Farmer,37,Y,"15,000",Apr-92
4011,Life,150,Farmer,37,Y,"15,000",Apr-92
4012,Life,150,Farmer,37,N,"15,000",Apr-92
4013,Car,150,Employee,38,N,"15,000",Apr-92
4014,Life,150,Pupil,38,N,"15,000",Apr-92
4015,Life,150,Farmer,38,N,"15,000",Apr-92
4016,Life,150,Employee,39,N,"15,000",Apr-92
4017,Life,150,Student,39,N,"15,000",Apr-92
4018,Life,150,Farmer,39,Y,"15,000",Apr-92
4019,Life,150,Worker,40,Y,"15,000",Apr-92
4020,Life,150,Farmer,40,Y,"15,000",Apr-92
4021,Life,150,Farmer,40,N,"15,000",Apr-92
4022,Life,160,Executive emplyee,40,Y,"15,000",Apr-92
4023,Life,150,Employee,41,N,"15,000",Apr-92
4024,Life,150,Farmer,41,N,"15,000",Apr-92
4025,Life,150,Employee,42,N,"15,000",Apr-92
4026,Life,150,Executive emplyee,42,Y,"15,000",Apr-92
4027,Life,160,Employee,42,Y,"15,000",Apr-92
4028,Life,150,Farmer,42,N,"15,000",Apr-92
4029,Life,150,Employee,42,Y,"15,000",Apr-92
4030,Life,150,Employee,43,Y,"15,000",Apr-92
4031,Life,150,Employee,43,N,"15,000",Apr-92
4032,Life,150,Farmer,44,Y,"15,000",Apr-92
4033,Life,150,Employee,44,Y,"15,000",Apr-92
4034,Life,160,Farmer,44,Y,"15,000",Apr-92
4035,Household,150,Farmer,44,N,"15,000",Apr-92
4036,Life,150,Farmer,44,N,"15,000",Apr-92
4037,Life,150,Student,44,N,"15,000",Apr-92
4038,Life,150,Executive emplyee,44,N,"15,000",Apr-92
4039,Car,150,Employee,44,Y,"15,000",Apr-92
4040,Household,160,Farmer,45,Y,"15,000",Apr-92
4041,Health,150,Student,45,N,"15,000",Apr-92
4042,Life,150,Employee,45,N,"15,000",Apr-92
4043,Life,150,Employee,45,N,"15,000",Apr-92
4044,Life,150,Employee,46,N,"15,000",Apr-92
4045,Car,150,Pupil,47,N,"15,000",Apr-92
4046,Car,150,Employee,47,Y,"15,000",Apr-92
4047,Car,999,Farmer,47,Y,"15,000",Apr-92
4048,Car,999,Farmer,47,Y,"15,000",Apr-92
4049,Household,150,Farmer,48,Y,"15,000",Apr-92
4050,Car,150,Student,48,N,"15,000",Apr-92
4051,Life,150,Student,48,N,"15,000",Apr-92
4052,Life,150,Employee,48,N,"15,000",Apr-92
4053,Car,150,Employee,48,N,"15,000",Apr-92
4054,Life,150,Farmer,48,N,"15,000",Apr-92
4055,Life,150,Farmer,48,N,"15,000",Apr-92
4056,Car,150,Employee,48,Y,"15,000",Apr-92
4057,Life,150,Farmer,49,Y,"15,000",Apr-92
4058,Health,150,Employee,49,N,"15,000",Apr-92
4059,Life,150,Employee,49,Y,"15,000",Apr-92
4060,Life,150,Employee,49,Y,"15,000",Apr-92
4061,Household,150,Farmer,50,Y,"15,000",Apr-92
4062,Household,150,Farmer,50,Y,"15,000",Apr-92
4063,Car,150,Employee,50,N,"15,000",Apr-92
4064,Household,150,Executive emplyee,50,Y,"15,000",Apr-92
4065,Life,150,Employee,50,N,"15,000",Apr-92
4066,Life,150,Employee,50,Y,"15,000",Apr-92
4067,Health,160,Employee,51,Y,"15,000",Apr-92
4068,Life,150,Employee,51,Y,"15,000",Apr-92
4069,Life,150,Student,52,N,"15,000",Apr-92
4070,Life,150,Employee,53,Y,"15,000",Apr-92
4071,Car,150,Farmer,53,Y,"15,000",Apr-92
4072,Life,150,Employee,53,N,"15,000",Apr-92
4073,Life,160,Civil servant,53,Y,"15,000",Apr-92
4074,Life,150,Farmer,53,N,"15,000",Apr-92
4075,Life,150,Farmer,53,N,"15,000",Apr-92
4076,Health,150,Student,53,N,"15,000",Apr-92
4077,Life,150,Farmer,53,N,"15,000",Apr-92
4078,Life,150,Employee,53,N,"15,000",Apr-92
4079,Car,150,Executive emplyee,53,N,"15,000",Apr-92
4080,Household,150,Civil servant,54,N,"15,000",Apr-92
4081,Life,150,Farmer,54,N,"15,000",Apr-92
4082,Life,150,Employee,54,Y,"15,000",Apr-92
4083,Life,150,Executive emplyee,54,N,"15,000",Apr-92
4084,Life,160,Employee,54,N,"15,000",Apr-92
4085,Life,150,Farmer,55,Y,"15,000",Apr-92
4086,Life,150,Employee,55,N,"15,000",Apr-92
4087,Life,160,Employee,55,N,"15,000",Apr-92
4088,Household,150,Executive emplyee,55,Y,"15,000",Apr-92
4089,Car,130,Employee,55,N,"15,000",Apr-92
4090,Life,150,Farmer,55,N,"15,000",Apr-92
4091,Car,150,Employee,56,N,"15,000",Apr-92
4092,Car,160,Farmer,56,N,"15,000",Apr-92
4093,Life,150,Pupil,56,N,"15,000",Apr-92
4094,Life,150,Employee,56,N,"15,000",Apr-92
4095,Life,150,Farmer,56,N,"15,000",Apr-92
4096,Life,150,Employee,57,Y,"15,000",Apr-92
4097,Life,160,Farmer,57,N,"15,000",Apr-92
4098,Health,160,Student,57,Y,"15,000",Apr-92
4099,Car,150,Employee,58,Y,"15,000",Apr-92
4100,Life,150,Employee,58,N,"15,000",Apr-92
4101,Life,160,Farmer,58,N,"15,000",Apr-92
4102,Car,150,Employee,59,N,"15,000",Apr-92
4103,Life,150,Employee,59,N,"15,000",Apr-92
4104,Car,150,Student,59,Y,"15,000",Apr-92
4105,Life,150,Farmer,59,Y,"15,000",Apr-92
4106,Car,150,Employee,59,N,"15,000",Apr-92
4107,Health,150,Farmer,60,N,"15,000",Apr-92
4108,Life,150,Employee,60,Y,"15,000",Apr-92
4109,Household,150,Executive emplyee,61,Y,"15,000",Apr-92
4110,Life,160,Civil servant,61,Y,"15,000",Apr-92
4111,Life,150,Executive emplyee,61,N,"15,000",Apr-92
4112,Life,150,Civil servant,61,N,"15,000",Apr-92
4113,Life,150,Civil servant,62,Y,"15,000",Apr-92
4114,Household,150,Civil servant,63,N,"15,000",Apr-92
4115,Health,150,Farmer,63,N,"15,000",Apr-92
4116,Life,150,Civil servant,63,N,"15,000",Apr-92
4117,Life,150,Civil servant,64,Y,"15,000",Apr-92
4118,Life,150,Civil servant,64,Y,"15,000",Apr-92
4119,Life,150,Civil servant,65,Y,"15,000",Apr-92
4120,Health,150,Civil servant,66,N,"15,000",Apr-92
4121,Car,150,Civil servant,67,N,"15,000",Apr-92
4122,Life,150,Employee,67,Y,"15,000",Apr-92
4123,Car,150,Civil servant,68,N,"15,000",Apr-92
4124,Car,150,Employee,68,N,"15,000",Apr-92
4125,Life,150,Civil servant,70,Y,"15,000",Apr-92
4126,Health,160,Civil servant,70,N,"15,000",Apr-92
4127,Life,150,Civil servant,70,N,"15,000",Apr-92
4128,Life,150,Employee,70,Y,"15,000",Apr-92
4129,Life,150,Civil servant,72,Y,"15,000",Apr-92
4130,Household,150,Civil servant,74,Y,"15,000",Apr-92
4131,Life,150,Civil servant,74,Y,"15,000",Apr-92
4132,Life,150,Civil servant,75,N,"15,000",Apr-92
4133,Household,150,Civil servant,84,Y,"15,000",Apr-92
4134,Household,160,Civil servant,88,N,"15,000",Apr-92
4135,Car,160,Student,23,N,"15,000",May-92
4136,Health,150,Employee,25,N,"15,000",May-92
4137,Car,160,Employee,25,N,"15,000",May-92
4138,Life,150,Worker,25,N,"15,000",May-92
4139,Car,150,Employee,27,N,"15,000",May-92
4140,Household,150,Employee,28,N,"15,000",May-92
4141,Household,150,Employee,28,N,"15,000",May-92
4142,Life,160,Employee,28,N,"15,000",May-92
4143,Health,150,Employee,28,N,"15,000",May-92
4144,Life,160,Farmer,28,N,"15,000",May-92
4145,Life,150,Farmer,28,N,"15,000",May-92
4146,Life,150,Farmer,28,N,"15,000",May-92
4147,Life,150,Farmer,28,N,"15,000",May-92
4148,Life,150,Farmer,29,Y,"15,000",May-92
4149,Car,150,Employee,29,N,"15,000",May-92
4150,Car,150,Farmer,29,N,"15,000",May-92
4151,Household,150,Farmer,30,Y,"15,000",May-92
4152,Life,150,Employee,30,N,"15,000",May-92
4153,Life,150,Employee,30,N,"15,000",May-92
4154,Car,150,Employee,31,N,"15,000",May-92
4155,Life,150,Pupil,31,N,"15,000",May-92
4156,Car,160,Employee,31,N,"15,000",May-92
4157,Car,150,Employee,31,N,"15,000",May-92
4158,Life,150,Student,32,Y,"15,000",May-92
4159,Life,150,Farmer,32,N,"15,000",May-92
4160,Car,150,Student,32,Y,"15,000",May-92
4161,Car,150,Employee,32,N,"15,000",May-92
4162,Life,150,Employee,33,Y,"15,000",May-92
4163,Car,150,Employee,33,N,"15,000",May-92
4164,Life,160,Executive emplyee,33,N,"15,000",May-92
4165,Life,150,Executive emplyee,34,N,"15,000",May-92
4166,Life,150,Employee,34,N,"15,000",May-92
4167,Life,150,Farmer,34,Y,"15,000",May-92
4168,Life,150,Employee,34,Y,"15,000",May-92
4169,Car,150,Employee,36,N,"15,000",May-92
4170,Life,150,Farmer,36,N,"15,000",May-92
4171,Health,150,Employee,36,N,"15,000",May-92
4172,Household,150,Employee,37,Y,"15,000",May-92
4173,Life,150,Employee,37,N,"15,000",May-92
4174,Life,160,Farmer,37,N,"15,000",May-92
4175,Health,150,Farmer,38,N,"15,000",May-92
4176,Life,150,Employee,38,Y,"15,000",May-92
4177,Life,150,Employee,38,N,"15,000",May-92
4178,Life,150,Employee,38,N,"15,000",May-92
4179,Life,160,Farmer,38,N,"15,000",May-92
4180,Life,150,Employee,38,N,"15,000",May-92
4181,Life,150,Employee,38,N,"15,000",May-92
4182,Life,150,Farmer,38,N,"15,000",May-92
4183,Life,150,Executive emplyee,38,N,"15,000",May-92
4184,Household,150,Employee,39,N,"15,000",May-92
4185,Life,150,Employee,39,N,"15,000",May-92
4186,Life,150,Farmer,39,N,"15,000",May-92
4187,Life,160,Employee,39,N,"15,000",May-92
4188,Life,150,Farmer,40,N,"15,000",May-92
4189,Household,150,Farmer,40,N,"15,000",May-92
4190,Life,150,Farmer,40,N,"15,000",May-92
4191,Life,150,Farmer,40,N,"15,000",May-92
4192,Life,150,Farmer,41,N,"15,000",May-92
4193,Life,160,Employee,41,Y,"15,000",May-92
4194,Life,150,Employee,41,N,"15,000",May-92
4195,Car,150,Farmer,42,Y,"15,000",May-92
4196,Life,150,Employee,42,N,"15,000",May-92
4197,Car,150,Farmer,42,N,"15,000",May-92
4198,Life,150,Farmer,42,N,"15,000",May-92
4199,Life,150,Employee,42,Y,"15,000",May-92
4200,Life,150,Executive emplyee,42,N,"15,000",May-92
4201,Household,150,Employee,43,Y,"15,000",May-92
4202,Car,150,Student,43,Y,"15,000",May-92
4203,Life,150,Employee,43,Y,"15,000",May-92
4204,Life,160,Worker,43,N,"15,000",May-92
4205,Life,150,Employee,43,Y,"15,000",May-92
4206,Life,150,Employee,43,N,"15,000",May-92
4207,Household,150,Employee,44,Y,"15,000",May-92
4208,Life,150,Employee,44,Y,"15,000",May-92
4209,Life,150,Employee,44,Y,"15,000",May-92
4210,Household,150,Farmer,44,N,"15,000",May-92
4211,Life,150,Employee,45,N,"15,000",May-92
4212,Life,150,Student,45,N,"15,000",May-92
4213,Life,160,Employee,45,Y,"15,000",May-92
4214,Car,160,Student,45,N,"15,000",May-92
4215,Health,150,Employee,46,N,"15,000",May-92
4216,Car,150,Employee,46,N,"15,000",May-92
4217,Life,150,Employee,46,Y,"15,000",May-92
4218,Life,150,Farmer,46,N,"15,000",May-92
4219,Car,150,Employee,47,N,"15,000",May-92
4220,Health,150,Employee,47,N,"15,000",May-92
4221,Life,150,Farmer,48,N,"15,000",May-92
4222,Life,150,Employee,48,N,"15,000",May-92
4223,Life,150,Farmer,48,N,"15,000",May-92
4224,Car,150,Employee,48,N,"15,000",May-92
4225,Life,160,Employee,49,N,"15,000",May-92
4226,Life,150,Employee,50,N,"15,000",May-92
4227,Household,150,Farmer,50,Y,"15,000",May-92
4228,Life,150,Worker,50,N,"15,000",May-92
4229,Life,150,Farmer,50,Y,"15,000",May-92
4230,Car,150,Employee,51,Y,"15,000",May-92
4231,Car,150,Employee,51,Y,"15,000",May-92
4232,Life,150,Student,51,N,"15,000",May-92
